EAG,TYPE_WBAL,GAF,PEIL,ORDER,GAF_NAAM,EAG_NAAM,POMP_UIT,POMP_IN,AREA
1000-EAG-1,Onverhard,1000,-0.4,0,Stadsboezem Amsterdam,"Stadsboezem Amsterdam, Oost",,64064,5981788.19
1000-EAG-1,Verhard,1000,-0.4,0,Stadsboezem Amsterdam,"Stadsboezem Amsterdam, Oost",,64064,5268680.76
1000-EAG-1,Water,1000,-0.4,0,Stadsboezem Amsterdam,"Stadsboezem Amsterdam, Oost",,64064,1309596.51
1000-EAG-2,Onverhard,1000,-0.4,1,Stadsboezem Amsterdam,"Stadsboezem Amsterdam, West",64016,62500,1241580.15
1000-EAG-2,Verhard,1000,-0.4,1,Stadsboezem Amsterdam,"Stadsboezem Amsterdam, West",64016,62500,792266.74
1000-EAG-2,Water,1000,-0.4,1,Stadsboezem Amsterdam,"Stadsboezem Amsterdam, West",64016,62500,256632.97
1000-EAG-3,Onverhard,1000,-0.4,0,Stadsboezem Amsterdam,"Stadsboezem Amsterdam, stad",,,137509.35
1000-EAG-3,Verhard,1000,-0.4,0,Stadsboezem Amsterdam,"Stadsboezem Amsterdam, stad",,,160077.89
1000-EAG-3,Water,1000,-0.4,0,Stadsboezem Amsterdam,"Stadsboezem Amsterdam, stad",,,81596.14
1000-EAG-4,Onverhard,1000,-0.4,0,Stadsboezem Amsterdam,"Stadsboezem Amsterdam, Zeeburg",,,232691.77
1000-EAG-4,Verhard,1000,-0.4,0,Stadsboezem Amsterdam,"Stadsboezem Amsterdam, Zeeburg",,,163309.08
1000-EAG-4,Water,1000,-0.4,0,Stadsboezem Amsterdam,"Stadsboezem Amsterdam, Zeeburg",,,181385.23
1010-EAG-1,Onverhard,1010,-2.1,1,Erasmuspark,"Erasmuspark, Erasmuspark",62500,,79969.28
1010-EAG-1,Verhard,1010,-2.1,1,Erasmuspark,"Erasmuspark, Erasmuspark",62500,,13211.03
1010-EAG-1,Water,1010,-2.1,1,Erasmuspark,"Erasmuspark, Erasmuspark",62500,,18912.68
1020-EAG-1,Onverhard,1020,-0.55,2,Westerpark,"Westerpark, Westerpark",,,56470.74
1020-EAG-1,Verhard,1020,-0.55,2,Westerpark,"Westerpark, Westerpark",,,3530.79
1020-EAG-1,Water,1020,-0.55,2,Westerpark,"Westerpark, Westerpark",,,3231.62
1030-EAG-1,Onverhard,1030,-0.6,1,BP Huis Te Vraag,"BP Huis Te Vraag, BP Huis Te Vraag",64064,,32930.46
1030-EAG-1,Verhard,1030,-0.6,1,BP Huis Te Vraag,"BP Huis Te Vraag, BP Huis Te Vraag",64064,,5385.79
1030-EAG-1,Water,1030,-0.6,1,BP Huis Te Vraag,"BP Huis Te Vraag, BP Huis Te Vraag",64064,,3603.46
1050-EAG-1,Onverhard,1050,-0.7,1,SP Zuid,"SP Zuid, SP Zuid",64066,,15187.91
1050-EAG-1,Verhard,1050,-0.7,1,SP Zuid,"SP Zuid, SP Zuid",64066,,18785.27
1050-EAG-1,Water,1050,-0.7,1,SP Zuid,"SP Zuid, SP Zuid",64066,,629.44
1060-EAG-1,Onverhard,1060,-2.45,1,Vondelpark,"Vondelpark, Vondelpark",64179,,512788.27
1060-EAG-1,Verhard,1060,-2.45,1,Vondelpark,"Vondelpark, Vondelpark",64179,,132900.54
1060-EAG-1,Water,1060,-2.45,1,Vondelpark,"Vondelpark, Vondelpark",64179,,87548.62
2000-EAG-1,Onverhard,2000,-2,0,Boezem Amstelland-West,"Boezem Amstelland-West, Noord",,64005,4939903.38
2000-EAG-1,Verhard,2000,-2,0,Boezem Amstelland-West,"Boezem Amstelland-West, Noord",,64005,3246816.71
2000-EAG-1,Water,2000,-2,0,Boezem Amstelland-West,"Boezem Amstelland-West, Noord",,64005,931537.37
2000-EAG-2,Onverhard,2000,-2.5,0,Boezem Amstelland-West,"Boezem Amstelland-West, Noord-West",,60130,250031.01
2000-EAG-2,Verhard,2000,-2.5,0,Boezem Amstelland-West,"Boezem Amstelland-West, Noord-West",,60130,49156.69
2000-EAG-2,Water,2000,-2.5,0,Boezem Amstelland-West,"Boezem Amstelland-West, Noord-West",,60130,818530.98
2000-EAG-3,Onverhard,2000,-2.5,0,Boezem Amstelland-West,"Boezem Amstelland-West, Noord-Oost",,60220,359290.04
2000-EAG-3,Verhard,2000,-2.5,0,Boezem Amstelland-West,"Boezem Amstelland-West, Noord-Oost",,60220,92752.82
2000-EAG-3,Water,2000,-2.5,0,Boezem Amstelland-West,"Boezem Amstelland-West, Noord-Oost",,60220,531964.38
2000-EAG-4,Onverhard,2000,-2.07,0,Boezem Amstelland-West,"Boezem Amstelland-West, Oost",,60010,246020.21
2000-EAG-4,Verhard,2000,-2.07,0,Boezem Amstelland-West,"Boezem Amstelland-West, Oost",,60010,33968.92
2000-EAG-4,Water,2000,-2.07,0,Boezem Amstelland-West,"Boezem Amstelland-West, Oost",,60010,656046.69
2000-EAG-5,Onverhard,2000,-2.91,0,Boezem Amstelland-West,"Boezem Amstelland-West, Midden",,60001,240314.23
2000-EAG-5,Verhard,2000,-2.91,0,Boezem Amstelland-West,"Boezem Amstelland-West, Midden",,60001,17448.58
2000-EAG-5,Water,2000,-2.91,0,Boezem Amstelland-West,"Boezem Amstelland-West, Midden",,60001,818259.65
2000-EAG-6,Onverhard,2000,-2.15,0,Boezem Amstelland-West,"Boezem Amstelland-West, West",,60009,269854.89
2000-EAG-6,Verhard,2000,-2.15,0,Boezem Amstelland-West,"Boezem Amstelland-West, West",,60009,13403.89
2000-EAG-6,Water,2000,-2.15,0,Boezem Amstelland-West,"Boezem Amstelland-West, West",,60009,1059385.87
2000-EAG-7,Onverhard,2000,-2.1,0,Boezem Amstelland-West,"Boezem Amstelland-West, Zuid",,60035,192298.07
2000-EAG-7,Verhard,2000,-2.1,0,Boezem Amstelland-West,"Boezem Amstelland-West, Zuid",,60035,9352.68
2000-EAG-7,Water,2000,-2.1,2,Boezem Amstelland-West,"Boezem Amstelland-West, Zuid",,60035,320237.71
2010-EAG-1,Onverhard,2010,-1.89,1,Diemerpolder,"Diemerpolder, Diemen-Noord",62430,,1183774.34
2010-EAG-1,Verhard,2010,-1.89,1,Diemerpolder,"Diemerpolder, Diemen-Noord",62430,,276681.79
2010-EAG-1,Water,2010,-1.89,1,Diemerpolder,"Diemerpolder, Diemen-Noord",62430,,144643.67
2010-EAG-2,Onverhard,2010,-1.89,2,Diemerpolder,"Diemerpolder, Diemen",,,1284421.02
2010-EAG-2,Verhard,2010,-1.89,2,Diemerpolder,"Diemerpolder, Diemen",,,330886.96
2010-EAG-2,Water,2010,-1.89,2,Diemerpolder,"Diemerpolder, Diemen",,,96432.32
2020-EAG-1,Onverhard,2020,-2.15,1,Flevopark,"Flevopark, Flevopark",64014,,343603.31
2020-EAG-1,Verhard,2020,-2.15,1,Flevopark,"Flevopark, Flevopark",64014,,60428.77
2020-EAG-1,Water,2020,-2.15,1,Flevopark,"Flevopark, Flevopark",64014,,40991.64
2030-EAG-1,Onverhard,2030,-2,1,Sarphatipark,"Sarphatipark, Sarphatipark",64005,,44725.94
2030-EAG-1,Verhard,2030,-2,1,Sarphatipark,"Sarphatipark, Sarphatipark",64005,,4766.5
2030-EAG-1,Water,2030,-2,1,Sarphatipark,"Sarphatipark, Sarphatipark",64005,,5373.35
2040-EAG-1,Onverhard,2040,-2.15,1,Oosterpark,"Oosterpark, Oosterpark",64285,,81562.99
2040-EAG-1,Verhard,2040,-2.15,1,Oosterpark,"Oosterpark, Oosterpark",64285,,32031.81
2040-EAG-1,Water,2040,-2.15,1,Oosterpark,"Oosterpark, Oosterpark",64285,,15916.75
2050-EAG-1,Onverhard,2050,-2,1,Atekpolder,"Atekpolder, Atekpolder",64144,,19386.42
2050-EAG-1,Verhard,2050,-2,1,Atekpolder,"Atekpolder, Atekpolder",64144,,5836.46
2050-EAG-1,Water,2050,-2,1,Atekpolder,"Atekpolder, Atekpolder",64144,,783.5
2100-EAG-1,Onverhard,2100,-2,1,Binnendijkse Buitenvelderse Gaf,"Binnendijkse Buitenvelderse Gaf, Binnendijkse Buitenvelderse Gaf",64143,,3790192.95
2100-EAG-1,Verhard,2100,-2,1,Binnendijkse Buitenvelderse Gaf,"Binnendijkse Buitenvelderse Gaf, Binnendijkse Buitenvelderse Gaf",64143,,1366953.77
2100-EAG-1,Water,2100,-2,1,Binnendijkse Buitenvelderse Gaf,"Binnendijkse Buitenvelderse Gaf, Binnendijkse Buitenvelderse Gaf",64143,,396147.61
2110-EAG-1,Onverhard,2110,-5.47,1,Middelpolder onder Amstelveen,"Middelpolder onder Amstelveen, bemalen gebied",60130,,881856.86
2110-EAG-1,Verhard,2110,-5.47,1,Middelpolder onder Amstelveen,"Middelpolder onder Amstelveen, bemalen gebied",60130,,155167.16
2110-EAG-1,Water,2110,-5.47,1,Middelpolder onder Amstelveen,"Middelpolder onder Amstelveen, bemalen gebied",60130,,121653.16
2110-EAG-2,Onverhard,2110,-2.4,3,Middelpolder onder Amstelveen,"Middelpolder onder Amstelveen, Amsterdamse Bos",,,489105.92
2110-EAG-2,Verhard,2110,-2.4,3,Middelpolder onder Amstelveen,"Middelpolder onder Amstelveen, Amsterdamse Bos",,,164393.65
2110-EAG-2,Water,2110,-2.4,3,Middelpolder onder Amstelveen,"Middelpolder onder Amstelveen, Amsterdamse Bos",,,74647.8
2110-EAG-3,Onverhard,2110,-2.4,2,Middelpolder onder Amstelveen,"Middelpolder onder Amstelveen, Bovenland",,,1519213.67
2110-EAG-3,Verhard,2110,-2.4,2,Middelpolder onder Amstelveen,"Middelpolder onder Amstelveen, Bovenland",,,186492.63
2110-EAG-3,Water,2110,-2.4,2,Middelpolder onder Amstelveen,"Middelpolder onder Amstelveen, Bovenland",,,230802.15
2110-EAG-4,Onverhard,2110,-2.55,3,Middelpolder onder Amstelveen,"Middelpolder onder Amstelveen, Natuurgebied",,,248266.11
2110-EAG-4,Verhard,2110,-2.55,3,Middelpolder onder Amstelveen,"Middelpolder onder Amstelveen, Natuurgebied",,,4358.88
2110-EAG-4,Water,2110,-2.55,3,Middelpolder onder Amstelveen,"Middelpolder onder Amstelveen, Natuurgebied",,,75579.08
2110-EAG-5,Onverhard,2110,-5.27,2,Middelpolder onder Amstelveen,"Middelpolder onder Amstelveen, bebouwd gebied Amstelveen",,,3024110.37
2110-EAG-5,Verhard,2110,-5.27,2,Middelpolder onder Amstelveen,"Middelpolder onder Amstelveen, bebouwd gebied Amstelveen",,,1234075.92
2110-EAG-5,Water,2110,-5.27,2,Middelpolder onder Amstelveen,"Middelpolder onder Amstelveen, bebouwd gebied Amstelveen",,,236731.56
2110-EAG-6,Onverhard,2110,-5.47,2,Middelpolder onder Amstelveen,"Middelpolder onder Amstelveen, landelijk en sportpark",,,1019219.73
2110-EAG-6,Verhard,2110,-5.47,2,Middelpolder onder Amstelveen,"Middelpolder onder Amstelveen, landelijk en sportpark",,,239852.63
2110-EAG-6,Water,2110,-5.47,2,Middelpolder onder Amstelveen,"Middelpolder onder Amstelveen, landelijk en sportpark",,,153010.81
2110-EAG-7,Onverhard,2110,-2.25,3,Middelpolder onder Amstelveen,"Middelpolder onder Amstelveen, zuid",,,218019.46
2110-EAG-7,Verhard,2110,-2.25,3,Middelpolder onder Amstelveen,"Middelpolder onder Amstelveen, zuid",,,105499.48
2110-EAG-7,Water,2110,-2.25,3,Middelpolder onder Amstelveen,"Middelpolder onder Amstelveen, zuid",,,22814.02
2120-EAG-1,Onverhard,2120,-5.9,1,Bovenkerkerpolder,"Bovenkerkerpolder, landelijk",60120,,7690830.78
2120-EAG-1,Verhard,2120,-5.9,1,Bovenkerkerpolder,"Bovenkerkerpolder, landelijk",60120,,248254.25
2120-EAG-1,Water,2120,-5.9,1,Bovenkerkerpolder,"Bovenkerkerpolder, landelijk",60120,,636512.27
2120-EAG-2,Onverhard,2120,-2.5,2,Bovenkerkerpolder,"Bovenkerkerpolder, Amsteldijk Zuid",,,1096729.56
2120-EAG-2,Verhard,2120,-2.5,2,Bovenkerkerpolder,"Bovenkerkerpolder, Amsteldijk Zuid",,,221160.34
2120-EAG-2,Water,2120,-2.5,2,Bovenkerkerpolder,"Bovenkerkerpolder, Amsteldijk Zuid",,,176367.66
2120-EAG-3,Onverhard,2120,-5.37,2,Bovenkerkerpolder,"Bovenkerkerpolder, Amstelveen",,,3566351.54
2120-EAG-3,Verhard,2120,-5.37,2,Bovenkerkerpolder,"Bovenkerkerpolder, Amstelveen",,,1309388.12
2120-EAG-3,Water,2120,-5.37,2,Bovenkerkerpolder,"Bovenkerkerpolder, Amstelveen",,,281020.2
2130-EAG-1,Onverhard,2130,-5.8,1,Noorder Legmeerpolder,"Noorder Legmeerpolder, landelijk",60110,,5827658.62
2130-EAG-1,Verhard,2130,-5.8,1,Noorder Legmeerpolder,"Noorder Legmeerpolder, landelijk",60110,,2188897.43
2130-EAG-1,Water,2130,-5.8,1,Noorder Legmeerpolder,"Noorder Legmeerpolder, landelijk",60110,,306458.39
2130-EAG-2,Onverhard,2130,-5.8,2,Noorder Legmeerpolder,"Noorder Legmeerpolder, Bovenkerk",,,2419071.5
2130-EAG-2,Verhard,2130,-5.8,2,Noorder Legmeerpolder,"Noorder Legmeerpolder, Bovenkerk",,,1083962.17
2130-EAG-2,Water,2130,-5.8,2,Noorder Legmeerpolder,"Noorder Legmeerpolder, Bovenkerk",,,268697.88
2130-EAG-3,Onverhard,2130,-5.8,2,Noorder Legmeerpolder,"Noorder Legmeerpolder, Uithoorn",,,2905936.34
2130-EAG-3,Verhard,2130,-5.8,2,Noorder Legmeerpolder,"Noorder Legmeerpolder, Uithoorn",,,978442.45
2130-EAG-3,Water,2130,-5.8,2,Noorder Legmeerpolder,"Noorder Legmeerpolder, Uithoorn",,,249508.71
2130-EAG-4,Onverhard,2130,-1.88,3,Noorder Legmeerpolder,"Noorder Legmeerpolder, Amstelzijde",,,95770.22
2130-EAG-4,Verhard,2130,-1.88,3,Noorder Legmeerpolder,"Noorder Legmeerpolder, Amstelzijde",,,69325.13
2130-EAG-4,Water,2130,-1.88,3,Noorder Legmeerpolder,"Noorder Legmeerpolder, Amstelzijde",,,10436.94
2140-EAG-1,Onverhard,2140,-1.79,1,Uithoornsche Gaf,"Uithoornsche Gaf, Uithoornse Gaf midden",60101,,1040582.09
2140-EAG-1,Verhard,2140,-1.79,1,Uithoornsche Gaf,"Uithoornsche Gaf, Uithoornse Gaf midden",60101,,39821.57
2140-EAG-1,Water,2140,-1.79,1,Uithoornsche Gaf,"Uithoornsche Gaf, Uithoornse Gaf midden",60101,,261565.29
2140-EAG-2,Onverhard,2140,-1.79,2,Uithoornsche Gaf,"Uithoornsche Gaf, Uithoornse Gaf zuid",,,373006.32
2140-EAG-2,Verhard,2140,-1.79,2,Uithoornsche Gaf,"Uithoornsche Gaf, Uithoornse Gaf zuid",,,23920.49
2140-EAG-2,Water,2140,-1.79,2,Uithoornsche Gaf,"Uithoornsche Gaf, Uithoornse Gaf zuid",,,79256.75
2140-EAG-3,Onverhard,2140,-1.65,2,Uithoornsche Gaf,"Uithoornsche Gaf, Zijdelmeer",,,137772.1
2140-EAG-3,Verhard,2140,-1.65,2,Uithoornsche Gaf,"Uithoornsche Gaf, Zijdelmeer",,,33780.82
2140-EAG-3,Water,2140,-1.65,2,Uithoornsche Gaf,"Uithoornsche Gaf, Zijdelmeer",,,141064.36
2140-EAG-4,Onverhard,2140,-1.79,1,Uithoornsche Gaf,"Uithoornsche Gaf, Bebouwing Uithoorn-Zuid",60100,,1522489.09
2140-EAG-4,Verhard,2140,-1.79,1,Uithoornsche Gaf,"Uithoornsche Gaf, Bebouwing Uithoorn-Zuid",60100,,228233.19
2140-EAG-4,Water,2140,-1.79,1,Uithoornsche Gaf,"Uithoornsche Gaf, Bebouwing Uithoorn-Zuid",60100,,386146.21
2140-EAG-5,Onverhard,2140,-1.65,2,Uithoornsche Gaf,"Uithoornsche Gaf, Natuurgebied Uithoorn",,,152876.87
2140-EAG-5,Verhard,2140,-1.65,2,Uithoornsche Gaf,"Uithoornsche Gaf, Natuurgebied Uithoorn",,,6516.58
2140-EAG-5,Water,2140,-1.65,2,Uithoornsche Gaf,"Uithoornsche Gaf, Natuurgebied Uithoorn",,,61157.5
2140-EAG-6,Onverhard,2140,-1.74,2,Uithoornsche Gaf,"Uithoornsche Gaf, De Kwakel",,,1270202.38
2140-EAG-6,Verhard,2140,-1.74,2,Uithoornsche Gaf,"Uithoornsche Gaf, De Kwakel",,,359507.7
2140-EAG-6,Water,2140,-1.74,2,Uithoornsche Gaf,"Uithoornsche Gaf, De Kwakel",,,369401.72
2150-EAG-1,Onverhard,2150,-6,2,Zuider Legmeerpolder,"Zuider Legmeerpolder, Waterberging",,,190679.86
2150-EAG-1,Verhard,2150,-6,2,Zuider Legmeerpolder,"Zuider Legmeerpolder, Waterberging",,,40.21
2150-EAG-1,Water,2150,-6,2,Zuider Legmeerpolder,"Zuider Legmeerpolder, Waterberging",,,8856.68
2150-EAG-2,Onverhard,2150,-5.55,2,Zuider Legmeerpolder,"Zuider Legmeerpolder, Kudelstaart",,,933756.96
2150-EAG-2,Verhard,2150,-5.55,2,Zuider Legmeerpolder,"Zuider Legmeerpolder, Kudelstaart",,,356839.62
2150-EAG-2,Water,2150,-5.55,2,Zuider Legmeerpolder,"Zuider Legmeerpolder, Kudelstaart",,,88696.64
2150-EAG-3,Onverhard,2150,-6,1,Zuider Legmeerpolder,"Zuider Legmeerpolder, landelijk",60090,,4143674.21
2150-EAG-3,Verhard,2150,-6,1,Zuider Legmeerpolder,"Zuider Legmeerpolder, landelijk",60090,,2774739.12
2150-EAG-3,Water,2150,-6,1,Zuider Legmeerpolder,"Zuider Legmeerpolder, landelijk",60090,,283999.51
2160-EAG-1,Onverhard,2160,-2,1,Fred Roeskestraat,"Fred Roeskestraat, Fred Roeskestraat",64158,,110290.32
2160-EAG-1,Verhard,2160,-2,1,Fred Roeskestraat,"Fred Roeskestraat, Fred Roeskestraat",64158,,25717.32
2160-EAG-1,Water,2160,-2,1,Fred Roeskestraat,"Fred Roeskestraat, Fred Roeskestraat",64158,,7987.61
2200-EAG-1,Onverhard,2200,-2.8,1,Venserpolder (volkstuinparken),"Venserpolder (volkstuinparken), Nieuw Vredelust, Ons Lustoord en Dijkzicht",60302,,416020.3
2200-EAG-1,Verhard,2200,-2.8,1,Venserpolder (volkstuinparken),"Venserpolder (volkstuinparken), Nieuw Vredelust, Ons Lustoord en Dijkzicht",60302,,31385.59
2200-EAG-1,Water,2200,-2.8,1,Venserpolder (volkstuinparken),"Venserpolder (volkstuinparken), Nieuw Vredelust, Ons Lustoord en Dijkzicht",60302,,61153.72
2210-EAG-1,Onverhard,2210,-4.2,1,Bijlmer,"Bijlmer, Bijlmer",60320,,4259685.83
2210-EAG-1,Verhard,2210,-4.2,1,Bijlmer,"Bijlmer, Bijlmer",60320,,1492286.12
2210-EAG-1,Water,2210,-4.2,1,Bijlmer,"Bijlmer, Bijlmer",60320,,488937.04
2220-EAG-1,Onverhard,2220,-2.7,2,Zuid Bijlmer,"Zuid Bijlmer, Gaasperplas",,,1151520.15
2220-EAG-1,Verhard,2220,-2.7,2,Zuid Bijlmer,"Zuid Bijlmer, Gaasperplas",,,174063.46
2220-EAG-1,Water,2220,-2.7,2,Zuid Bijlmer,"Zuid Bijlmer, Gaasperplas",,,700229.53
2220-EAG-2,Onverhard,2220,-2.7,1,Zuid Bijlmer,"Zuid Bijlmer, Gaasperdam",60340,,4736536.09
2220-EAG-2,Verhard,2220,-2.7,1,Zuid Bijlmer,"Zuid Bijlmer, Gaasperdam",60340,,994714.05
2220-EAG-2,Water,2220,-2.7,1,Zuid Bijlmer,"Zuid Bijlmer, Gaasperdam",60340,,371259.73
2220-EAG-3,Onverhard,2220,-2.7,2,Zuid Bijlmer,"Zuid Bijlmer, Recreatiegebied De Hoge Dijk",,,166971.37
2220-EAG-3,Verhard,2220,-2.7,2,Zuid Bijlmer,"Zuid Bijlmer, Recreatiegebied De Hoge Dijk",,,7392.33
2220-EAG-3,Water,2220,-2.7,2,Zuid Bijlmer,"Zuid Bijlmer, Recreatiegebied De Hoge Dijk",,,74542.83
2230-EAG-1,Onverhard,2230,-2.6,2,Broekzijdse Gaf,"Broekzijdse Gaf, landelijk",,,2219157.49
2230-EAG-1,Verhard,2230,-2.6,2,Broekzijdse Gaf,"Broekzijdse Gaf, landelijk",,,47722.96
2230-EAG-1,Water,2230,-2.6,2,Broekzijdse Gaf,"Broekzijdse Gaf, landelijk",,,198383.38
2230-EAG-2,Onverhard,2230,-3,1,Broekzijdse Gaf,"Broekzijdse Gaf, Abcoude",60160,,516982.06
2230-EAG-2,Verhard,2230,-3,1,Broekzijdse Gaf,"Broekzijdse Gaf, Abcoude",60160,,148123.01
2230-EAG-2,Water,2230,-3,1,Broekzijdse Gaf,"Broekzijdse Gaf, Abcoude",60160,,43789.12
2240-EAG-1,Onverhard,2240,-4.67,1,Holendrechter- en Bullewijker Gaf (zuid en west),"Holendrechter- en Bullewijker Gaf (zuid en west), zuid en west",60155,,1444945.42
2240-EAG-1,Verhard,2240,-4.67,1,Holendrechter- en Bullewijker Gaf (zuid en west),"Holendrechter- en Bullewijker Gaf (zuid en west), zuid en west",60155,,170623.48
2240-EAG-1,Water,2240,-4.67,1,Holendrechter- en Bullewijker Gaf (zuid en west),"Holendrechter- en Bullewijker Gaf (zuid en west), zuid en west",60155,,147841.65
2250-EAG-1,Onverhard,2250,-4.3,2,Gaf de Nieuwe Bullewijk en Holendrechter- en Bullewijker Gaf noord,"Gaf de Nieuwe Bullewijk en Holendrechter- en Bullewijker Gaf noord, Ouderkerkerplas",,,181163.94
2250-EAG-1,Verhard,2250,-4.3,2,Gaf de Nieuwe Bullewijk en Holendrechter- en Bullewijker Gaf noord,"Gaf de Nieuwe Bullewijk en Holendrechter- en Bullewijker Gaf noord, Ouderkerkerplas",,,16501.06
2250-EAG-1,Water,2250,-4.3,2,Gaf de Nieuwe Bullewijk en Holendrechter- en Bullewijker Gaf noord,"Gaf de Nieuwe Bullewijk en Holendrechter- en Bullewijker Gaf noord, Ouderkerkerplas",,,724833
2250-EAG-2,Onverhard,2250,-5.3,2,Gaf de Nieuwe Bullewijk en Holendrechter- en Bullewijker Gaf noord,"Gaf de Nieuwe Bullewijk en Holendrechter- en Bullewijker Gaf noord, Korte Dwarsweg",,,446895.27
2250-EAG-2,Verhard,2250,-5.3,2,Gaf de Nieuwe Bullewijk en Holendrechter- en Bullewijker Gaf noord,"Gaf de Nieuwe Bullewijk en Holendrechter- en Bullewijker Gaf noord, Korte Dwarsweg",,,37873.51
2250-EAG-2,Water,2250,-5.3,2,Gaf de Nieuwe Bullewijk en Holendrechter- en Bullewijker Gaf noord,"Gaf de Nieuwe Bullewijk en Holendrechter- en Bullewijker Gaf noord, Korte Dwarsweg",,,34451.25
2250-EAG-3,Onverhard,2250,-2.25,2,Gaf de Nieuwe Bullewijk en Holendrechter- en Bullewijker Gaf noord,"Gaf de Nieuwe Bullewijk en Holendrechter- en Bullewijker Gaf noord, Ouderkerk aan de Amstel",,,679407.2
2250-EAG-3,Verhard,2250,-2.25,2,Gaf de Nieuwe Bullewijk en Holendrechter- en Bullewijker Gaf noord,"Gaf de Nieuwe Bullewijk en Holendrechter- en Bullewijker Gaf noord, Ouderkerk aan de Amstel",,,214492.8
2250-EAG-3,Water,2250,-2.25,2,Gaf de Nieuwe Bullewijk en Holendrechter- en Bullewijker Gaf noord,"Gaf de Nieuwe Bullewijk en Holendrechter- en Bullewijker Gaf noord, Ouderkerk aan de Amstel",,,58651.22
2250-EAG-4,Onverhard,2250,-4.75,1,Gaf de Nieuwe Bullewijk en Holendrechter- en Bullewijker Gaf noord,"Gaf de Nieuwe Bullewijk en Holendrechter- en Bullewijker Gaf noord, Bullewijk en AMC",60150,,2782247.48
2250-EAG-4,Verhard,2250,-4.75,1,Gaf de Nieuwe Bullewijk en Holendrechter- en Bullewijker Gaf noord,"Gaf de Nieuwe Bullewijk en Holendrechter- en Bullewijker Gaf noord, Bullewijk en AMC",60150,,1421656.63
2250-EAG-4,Water,2250,-4.75,1,Gaf de Nieuwe Bullewijk en Holendrechter- en Bullewijker Gaf noord,"Gaf de Nieuwe Bullewijk en Holendrechter- en Bullewijker Gaf noord, Bullewijk en AMC",60150,,329677.56
2250-EAG-5,Onverhard,2250,-4.4,2,Gaf de Nieuwe Bullewijk en Holendrechter- en Bullewijker Gaf noord,"Gaf de Nieuwe Bullewijk en Holendrechter- en Bullewijker Gaf noord, golfterrein",,,535679.64
2250-EAG-5,Verhard,2250,-4.4,2,Gaf de Nieuwe Bullewijk en Holendrechter- en Bullewijker Gaf noord,"Gaf de Nieuwe Bullewijk en Holendrechter- en Bullewijker Gaf noord, golfterrein",,,45530.97
2250-EAG-5,Water,2250,-4.4,2,Gaf de Nieuwe Bullewijk en Holendrechter- en Bullewijker Gaf noord,"Gaf de Nieuwe Bullewijk en Holendrechter- en Bullewijker Gaf noord, golfterrein",,,118703.8
2250-EAG-6,Onverhard,2250,-2.6,2,Gaf de Nieuwe Bullewijk en Holendrechter- en Bullewijker Gaf noord,"Gaf de Nieuwe Bullewijk en Holendrechter- en Bullewijker Gaf noord, nabij recreatiegebied",,,189119.73
2250-EAG-6,Verhard,2250,-2.6,2,Gaf de Nieuwe Bullewijk en Holendrechter- en Bullewijker Gaf noord,"Gaf de Nieuwe Bullewijk en Holendrechter- en Bullewijker Gaf noord, nabij recreatiegebied",,,7517.17
2250-EAG-6,Water,2250,-2.6,2,Gaf de Nieuwe Bullewijk en Holendrechter- en Bullewijker Gaf noord,"Gaf de Nieuwe Bullewijk en Holendrechter- en Bullewijker Gaf noord, nabij recreatiegebied",,,21154.59
2250-EAG-7,Onverhard,2250,-4.55,2,Gaf de Nieuwe Bullewijk en Holendrechter- en Bullewijker Gaf noord,"Gaf de Nieuwe Bullewijk en Holendrechter- en Bullewijker Gaf noord, Bullewijker Gaf noord",,,878453.8
2250-EAG-7,Verhard,2250,-4.55,2,Gaf de Nieuwe Bullewijk en Holendrechter- en Bullewijker Gaf noord,"Gaf de Nieuwe Bullewijk en Holendrechter- en Bullewijker Gaf noord, Bullewijker Gaf noord",,,119970.54
2250-EAG-7,Water,2250,-4.55,2,Gaf de Nieuwe Bullewijk en Holendrechter- en Bullewijker Gaf noord,"Gaf de Nieuwe Bullewijk en Holendrechter- en Bullewijker Gaf noord, Bullewijker Gaf noord",,,99364.73
2270-EAG-1,Onverhard,2270,-2.6,1,Duivendrechtsepolder noord en midden,Duivendrechtsepolder noord en midden,60140,60141,2620050.84
2270-EAG-1,Verhard,2270,-2.6,1,Duivendrechtsepolder noord en midden,Duivendrechtsepolder noord en midden,60140,60141,135856.79
2270-EAG-1,Water,2270,-2.6,1,Duivendrechtsepolder noord en midden,Duivendrechtsepolder noord en midden,60140,60141,220785.64
2280-EAG-1,Onverhard,2280,-2.5,1,Venserpolder,"Venserpolder, Venserpolder",60300,,5428747.34
2280-EAG-1,Verhard,2280,-2.5,1,Venserpolder,"Venserpolder, Venserpolder",60300,,2007155.27
2280-EAG-1,Water,2280,-2.5,1,Venserpolder,"Venserpolder, Venserpolder",60300,,405962.16
2290-EAG-1,Onverhard,2290,-4.6,1,Gaf De Toekomst,"Gaf De Toekomst, Gaf De Toekomst",60141,,762930.27
2290-EAG-1,Verhard,2290,-4.6,1,Gaf De Toekomst,"Gaf De Toekomst, Gaf De Toekomst",60141,,169623.27
2290-EAG-1,Water,2290,-4.6,1,Gaf De Toekomst,"Gaf De Toekomst, Gaf De Toekomst",60141,,60920.7
2300-EAG-1,Onverhard,2300,-1.93,1,Overdiemerpolder,"Overdiemerpolder, Overdiemerpolder",60225,,671620.38
