Date,Abcoude,Schiphol (V),gemaal Demmerik,peil,Stuw Oukoop
39120,2.8,0.5,0,,7355.446468
39121,3.7,0.1,0,,8373.441986
39122,0.1,0.3,0,,6593.829965
39123,11.1,0.2,0,,16777.07882
39124,9.9,0.4,0,,24455.51157
39125,6.3,0.4,0,,19371.91565
39126,1.5,0.4,0,,10924.3164
39127,7.8,0.2,0,,22597.24297
39128,0.1,1.1,0,,10098.151
39129,0,0.9,0,,9252.272328
39130,0,0.7,0,,8562.275041
39131,0,0.2,0,,8129.395759
39132,0,0.5,0,,7489.129374
39133,0.4,0.6,0,,7128.450698
39134,5.9,0.2,0,-2.456,10059.37139
39135,0.6,0.9,0,-2.439,7557.136194
39136,2.4,0.8,10240,-2.47,8179.219009
39137,9.6,0.4,43246.66,-2.462,16282.58654
39138,7.3,0.2,8205,-2.472,20726.64347
39139,1.5,0.3,38883.34,-2.469,10459.46987
39140,9.1,0.2,67666.66,-2.473,24590.32474
39141,6.3,1.1,76033.36,-2.491,18795.42288
39142,2.8,1.1,64166.68,-2.444,12312.81091
39143,15.4,0.8,7096.67,-2.473,36430.08408
39144,1.2,0.6,96805.04,-2.484,12659.46564
39145,12.2,0.8,59516.66,-2.496,31060.22913
39146,3.2,1.3,114280,-2.475,14993.32099
39147,16.8,0.2,66780,-2.495,42430.01008
39148,6.5,0.4,119666.68,-2.473,24737.87019
39149,1,1.6,59223.34,-2.478,14209.16237
39150,3.4,0.5,32301.66,-2.449,15441.98897
39151,0,1.6,8496.67,-2.437,12109.7119
39152,0,1.6,0,-2.47,10837.64824
39153,0,2,29363.33,-2.45,9432.421009
39154,0,1.5,29870,-2.465,8626.161952
39155,0,1.6,5566.67,-2.467,7648.90947
39156,0,1.9,31230,-2.454,6609.612408
39157,0.3,1.2,98.33,-2.456,6374.945106
39158,8.1,1.4,30175,-2.476,10109.6395
39159,2.7,1.5,40946.67,-2.463,8071.529955
39160,6.1,1,26246.67,-2.473,10350.72619
39161,4.5,1,6858.34,-2.46,10064.99267
39162,3.4,1.3,49675,-2.467,9464.841671
39163,0.1,2,11966.67,-2.446,7114.164158
39164,0,0.6,13815,-2.454,7092.475143
39165,0,0.8,0,-2.468,6454.900746
39166,0,2,0,-2.441,5186.134851
39167,0,2.5,0,-2.446,4158.349372
39168,0,2.5,29508.33,-2.468,3409.102183
39169,0.8,2.5,3991.67,-2.442,3130.201273
39170,0,1.4,0,-2.449,2976.577756
39171,0.2,2,0,-2.454,2346.11027
39172,0,2.4,0,-2.45,1636.683416
39173,0,2.8,0,-2.448,4122.352299
39174,0.1,2.7,0,-2.459,4000.454956
39175,0,1.1,0,-2.457,4788.584021
39176,0,2.6,0,-2.452,3738.814746
39177,0,2.6,0,-2.463,3539.864686
39178,0,2.5,0,-2.478,3414.434067
39179,0,1.5,0,-2.474,3912.748106
39180,0,2.8,0,-2.47,2998.679038
39181,0,2.7,0,-2.467,2900.125873
39182,0,2.2,0,-2.463,3077.962029
39183,0,2,0,-2.459,3105.326574
39184,0,3.1,0,-2.452,2302.767508
39185,0,2.7,0,-2.447,2397.645475
39186,0,3.4,0,-2.44,1811.921637
39187,0,3.9,0,-2.441,1307.189835
39188,0,3.5,0,-2.449,1359.053334
39189,0,2.2,0,-2.445,2039.73338
39190,0,2.9,0,-2.467,1522.257101
39191,0,3.3,24556.67,-2.478,1147.983926
39192,0,2.8,0,-2.473,1335.163859
39193,0,3.1,0,-2.47,1044.402728
39194,0,3.5,0,-2.463,668.3482006
39195,0,2.5,0,-2.464,1180.677513
39196,0,2.6,0,-2.46,1058.318219
39197,0,3.4,0,-2.464,472.4077696
39198,0,3.6,0,-2.467,218.0376367
39199,0,4,0,-2.467,0
39200,0,4.1,0,-2.466,0
39201,0,4.2,0,-2.473,0
39202,0,4.2,0,-2.475,0
39203,0,4.2,0,-2.482,0
39204,0,4.2,0,-2.488,0
39205,0,3.9,0,-2.498,0
39206,0,4.1,0,-2.503,0
39207,0,3.4,0,-2.488,0
39208,8.7,2.4,0,-2.478,0
39209,13,0.7,0,-2.466,6556.132109
39210,4.8,1.7,26438.33,-2.457,5215.065227
39211,9.2,3.1,0,-2.47,7285.440977
39212,25.1,2.5,30315,-2.466,18165.94966
39213,8.3,1.4,45963.33,-2.488,12925.33317
39214,0.8,2.7,75221.66,-2.454,8645.923594
39215,0,2.2,0,-2.471,7796.953946
39216,1,2.2,30228.33,-2.465,7541.388846
39217,11.4,3.4,90,-2.446,12116.63369
39218,3,2.8,0,-2.436,9063.733252
39219,0.1,2.8,0,-2.466,7290.28257
39220,0,3.4,28528.34,-2.457,6010.610985
39221,0,4.4,0,-2.461,4470.56051
39222,3.9,3.4,0,-2.453,6091.114184
39223,1.3,1.9,0,-2.453,5826.917856
39224,0,1.6,0,-2.451,5205.67562
39225,0,4.4,0,-2.448,3029.686636
39226,0,4.7,0,-2.446,2298.64227
39227,0,4.4,0,,2148.022788
39228,16.1,2.2,0,,12599.78109
39229,0,1.4,27526.67,,5866.8707
39230,7.9,1.1,0,,10235.01346
39231,0,1.4,30906.67,-2.444,6812.944095
39232,2.4,4,0,-2.435,5862.947771
39233,3.1,2.2,0,-2.439,6960.264992
39234,0,4.6,7926.66,-2.432,3910.156242
39235,0,4.9,0,-2.432,2713.470362
39236,0,4.4,5436.67,-2.482,2468.887981
39237,0,4.2,20918.33,-2.468,2279.783397
39238,0,4.5,0,-2.469,1791.298613
39239,0,2.8,0,-2.473,2609.685156
39240,0,4.7,0,-2.465,1203.464443
39241,16.3,4,0,-2.453,10624.34403
39242,0.4,2.2,0,-2.452,4234.991447
39243,1.2,3,0,-2.439,3997.463782
39244,0,3.8,0,-2.467,2780.066126
39245,0,1.1,25331.67,-2.445,4286.877022
39246,2.2,3.3,0,-2.445,3896.480623
39247,14,1.7,10915,-2.465,11956.79232
39248,0.2,2.9,18906.67,-2.467,5101.008026
39249,6.7,2.8,28321.67,-2.441,8011.029741
39250,6.5,2.4,0,-2.466,9139.125617
39251,7.5,1.8,27726.67,-2.437,10938.26867
39252,1,5.1,0,-2.466,5903.12958
39253,0,4.5,26743.33,-2.442,4699.014475
39254,7.2,1.8,6560,-2.468,9372.117873
39255,20,2.5,20310,-2.464,17844.66022
39256,5.6,2.4,30668.34,-2.465,12626.6427
39257,8,1.7,28185,-2.467,14812.17804
39258,15,1.7,49986.68,-2.468,22537.42954
39259,2.4,1.6,45148.33,-2.473,14508.73125
39260,10.7,3.8,32521.67,-2.44,21764.99803
39261,0.1,4.6,0,-2.463,11366.98244
39262,5,1.1,29871.67,-2.442,14630.52339
39263,8,2.7,77918.33,-2.462,17255.04065
39264,5,3.3,54271.68,-2.471,14513.34278
39265,4.5,2.8,52971.68,-2.469,14270.41976
39266,10,2,40303.34,-2.478,26313.252
39267,20,2.7,67606.68,-2.49,44741.2328
39268,8.9,3.3,96716.68,-2.483,25032.46981
39269,0.9,0.8,77718.36,-2.467,16242.2515
39270,0,3.8,33010,-2.492,12939.66422
39271,2,4.3,132063.36,-2.473,11971.02736
39272,16.9,3.1,75666.66,-2.46,25507.07902
39273,0.5,3.5,32708.33,-2.472,12740.21704
39274,0.2,1.6,46548.34,-2.467,12377.64548
39275,2.6,2.4,26328.33,-2.437,12122.62619
39276,0,3.4,0,-2.465,9651.843917
39277,0,3.4,27315,-2.452,8421.509911
39278,8.1,2.2,25025,-2.46,12544.60057
39279,15.5,2.2,20093.33,-2.472,21042.88531
39280,0,3.6,44196.68,-2.462,10466.35598
39281,0,4.9,24931.66,-2.451,8286.218369
39282,0,4.1,0,-2.463,7296.74981
39283,3,1.1,29410,-2.435,9523.168463
39284,1.5,4,0,-2.462,7096.297198
39285,2.5,2.8,27471.67,-2.46,7600.225427
39286,17.9,1.6,30361.67,-2.481,17348.57366
39287,0.3,2.8,52123.34,-2.469,9533.719913
39288,0.2,3.7,27513.34,-2.467,7942.728207
39289,4.6,1.5,25403.33,-2.468,10582.5005
39290,5.8,4,26985,-2.439,10062.37591
39291,27.1,3.3,0,-2.5,43786.29577
39292,2.8,2.3,103466.66,-2.494,13885.80783
39293,0.4,3.5,80036.66,-2.475,11258.00908
39294,0,3.2,46485,-2.453,9947.10081
39295,0,4,21173.33,-2.465,8384.823668
39296,0,2.9,26768.33,-2.435,7788.464821
39297,0,4.2,0,-2.468,6098.283371
39298,0,4.7,26948.33,-2.442,4698.958484
39299,0,4.9,0,-2.467,3474.670984
39300,0.5,2.9,25971.67,-2.453,4239.235033
39301,0,2.4,0,-2.449,4106.311932
39302,0,2.7,0,-2.451,3739.972712
39303,0,1.2,0,-2.446,4436.793689
39304,0,2.9,0,-2.435,3364.630546
39305,0,3.6,0,-2.464,2760.848031
39306,0,2.4,25865,-2.447,3250.176037
39307,0,3.7,0,-2.438,2343.643437
39308,15,2.7,0,-2.466,11323.72721
39309,0.7,2.7,28521.66,-2.47,4526.06289
39310,5.6,2.6,27631.66,-2.441,7005.903811
39311,2.1,2.9,0,-2.468,5490.664026
39312,0.1,2.1,28693.33,-2.445,4795.533769
39313,0.2,2.6,0,-2.431,4297.934609
39314,0.8,2.1,0,-2.473,4722.337108
39315,5.6,2.2,27053.34,-2.447,7159.071914
39316,0.1,2.9,0,-2.464,4313.217286
39317,0,2.7,28165,-2.446,4046.293827
39318,3.5,3,0,-2.432,5429.723673
39319,0,3.7,0,-2.474,3405.045268
39320,0,2.9,27646.66,-2.444,3611.227229
39321,0,2.4,0,-2.438,3712.47312
39322,0,2.5,0,-2.432,3501.710415
39323,0,3.1,0,-2.468,2989.546379
39324,0,1.6,28185,-2.449,3697.010561
39325,0.2,1,0,-2.442,4091.337615
39326,0,1.9,0,-2.435,3477.448708
39327,17.1,2.2,1786.67,-2.478,13140.0224
39328,1.3,2.6,32386.67,-2.433,5645.513185
39329,0.2,2.7,0,-2.445,4733.576415
39330,2.2,0.6,14220,-2.428,6524.959502
39331,0,1.5,0,-2.476,5196.171724
39332,0,1.7,28726.67,-2.445,4804.885188
39333,0.7,1.4,0,-2.439,5206.643982
39334,1,1.4,0,-2.463,5333.349743
39335,6.4,1.4,23273.33,-2.438,8365.939106
39336,0,1.5,0,-2.465,5720.581091
39337,0,1.6,28251.66,-2.455,5311.146954
39338,0,1.7,0,-2.442,4915.848001
39339,0.6,1.6,0,-2.442,5064.473134
39340,0,2.6,0,-2.468,4122.787366
39341,2.2,2.3,26775,-2.46,5214.68949
39342,13.7,0.4,0,-2.441,13350.54863
39343,1.1,2,0,-2.468,7387.089955
39344,2,1.8,33220,-2.47,7585.066728
39345,1.1,0.8,32666.66,-2.452,7608.776716
39346,0,1.2,0,-2.446,6738.601857
39347,0,1.4,0,-2.435,6241.208096
39348,0,2.4,0,-2.473,5268.044568
39349,4.6,1,35558.33,-2.447,8020.079246
39350,7.4,1.1,0,-2.438,10578.7981
39351,0.8,0.8,0,-2.435,7998.473937
39352,8.6,2.1,0,-2.468,11635.48083
39353,1.6,0.7,34585,-2.466,9523.261035
39354,2.9,0.3,31426.67,-2.445,10494.87542
39355,0.1,1.4,0,-2.436,8445.104743
39356,0.2,0.6,0,-2.451,5483.110861
39357,0,1.3,25328.34,-2.447,4745.413573
39358,3.5,0.3,0,-2.469,6608.61521
39359,0.1,1.3,30115,-2.459,4813.393796
39360,0,0.8,0,-2.456,4536.719303
39361,0,1.8,0,-2.45,3755.062312
39362,0,1.8,0,-2.445,3253.472601
39363,0,1,0,-2.439,3160.440543
39364,0.8,0.7,0,-2.438,3447.950183
39365,0,1.4,0,-2.432,2725.641641
39366,0,1.5,0,-2.43,2371.114288
39367,0,1.1,0,-2.428,2357.04316
39368,0,1.7,0,-2.467,1994.956797
39369,0,1.7,29056.67,-2.458,1855.092313
39370,0,1,0,-2.451,2047.016541
39371,2.1,1.6,0,-2.452,2775.209639
39372,4.3,0.5,0,-2.445,4735.151548
39373,0.6,1.2,0,-2.44,2857.232666
39374,0,0.4,0,-2.434,2788.859676
39375,0,1.1,0,-2.432,2395.493224
39376,0.2,0.6,0,-2.429,2629.72176
39377,0,1.2,0,-2.429,2238.806591
39378,0,1.2,0,-2.43,2152.498605
39379,0,0.5,0,-2.464,2386.712235
39380,0,0.2,21555,-2.446,2498.473309
39381,0,0.3,0,-2.438,2453.657249
39382,0,0.3,0,-2.469,2445.993361
39383,5,0.5,30055,-2.462,5119.67037
39384,1.2,0.2,0,-2.456,3907.993164
39385,2.1,0.9,0,-2.448,4237.095828
39386,0.1,0.5,0,-2.443,3487.440485
39387,0.1,0.4,0,-2.441,3425.43888
39388,0.4,0.3,0,-2.436,3497.980631
39389,0.1,0.4,0,-2.433,3290.500482
39390,0,0.4,0,-2.444,3138.975879
39391,5.5,0.5,13161.67,-2.434,6139.112895
39392,1.1,0.6,0,-2.461,4565.270506
39393,0.6,0.3,21970,-2.451,4388.741741
39394,9.7,0.4,13796.67,-2.447,9805.914821
39395,17.8,0.4,12640,-2.466,16509.30657
39396,7.9,0.5,52636.66,-2.484,13797.31185
39397,2.2,0.6,38793.34,-2.446,11274.94854
39398,1.4,0.6,12438.34,-2.45,10465.50865
39399,1.8,0.1,19651.67,-2.443,10476.45142
39400,0.3,0.6,13293.33,-2.465,9146.703433
39401,0.1,0.6,28185,-2.44,8426.007546
39402,0.2,0.3,0,-2.454,7979.210924
39403,0,0.3,19705,-2.445,7417.140447
39404,2.1,0.6,0,-2.453,7939.081148
39405,0.8,0.3,23198.33,-2.446,7373.215643
39406,1.1,0.3,0,-2.446,7311.971496
39407,0.5,0.1,14593.33,-2.463,6882.936165
39408,0.9,0.4,27453.33,-2.452,6763.794456
39409,0.2,0.3,0,-2.469,6213.028286
39410,5.2,0.3,34195,-2.463,8930.526998
39411,2.5,0.3,0,-2.45,8090.436715
39412,1.4,0.3,0,-2.435,7572.669426
39413,0.4,0.4,0,-2.458,6826.963782
39414,0.4,0.2,30780,-2.436,6602.487813
39415,0.9,0.1,0,-2.463,6706.960139
39416,8.1,0.1,28463.33,-2.482,13756.63561
39417,1.8,0.5,37926.67,-2.476,8778.272142
39418,13.5,0.1,50431.68,-2.47,25870.17849
39419,4,0.3,28781.67,-2.471,15338.24213
39420,0.3,0.2,41040,-2.466,9890.98773
39421,1.8,0.1,34493.33,-2.481,10234.73066
39422,24.8,0.1,51141.68,-2.469,53875.26343
39423,2.2,0.2,100276.68,-2.487,15499.01336
39424,10.4,0.2,95661.68,-2.474,30495.11845
39425,3.4,0.4,72816.68,-2.483,17995.17854
39426,0.6,0.4,44714.99,-2.468,13462.15281
39427,0,0.4,38045,-2.443,12244.57696
39428,0,0.2,0,-2.447,11311.09563
39429,0,0.4,24750,-2.481,10509.86195
39430,0,0.3,25870,-2.454,9744.200286
39431,0,0.2,0,-2.445,9073.1363
39432,0,0.4,0,-2.436,8487.475238
39433,0,0.1,0,-2.468,7915.993399
39434,0,0.1,24553.33,-2.447,7461.814514
39435,0,0.4,0,-2.434,7050.939
39436,0,0.1,0,-2.423,6616.13569
39437,0,0.1,0,-2.414,6285.106982
39438,0.1,0.3,0,-2.408,6035.493327
39439,0.1,0.3,0,-2.452,5742.66076
39440,0,0.1,31733.33,-2.438,5426.715956
39441,1.1,0.2,8858.33,-2.471,5759.734124
39442,0.1,0.2,16563.33,-2.457,5266.674028
39443,0,0.1,27801.67,-2.448,5015.709878
39444,2.3,0.1,6856.67,-2.486,6082.592203
39445,2.5,0.5,26906.67,-2.471,6613.01709
39446,0.4,0.3,0,-2.462,5607.48536
39447,1.8,0.2,0,-2.449,6291.249226
39448,0,0.2,0,-2.442,5337.294745
39449,0,0.4,0,-2.434,5061.623665
39450,0.2,0.2,0,-2.478,4946.540345
39451,6.2,0.1,31645,-2.479,8401.182639
39452,3.3,0.2,33985,-2.465,7820.105615
39453,1.5,0.4,0,-2.461,7080.45054
39454,2.7,0.2,26576.67,-2.447,7823.679135
39455,1.5,0.2,0,-2.443,7350.824818
39456,0,0.3,15218.34,-2.472,6422.833745
39457,17.8,0.2,26851.67,-2.473,25362.74111
39458,5.6,0.2,53248.33,-2.476,18257.86582
39459,0.4,0.4,40326.67,-2.439,9975.597297
39460,0.2,0.2,2078.33,-2.473,9306.52341
39461,1,0.3,39778.33,-2.498,9210.624176
39462,10.1,0.1,73408.36,-2.461,22672.46048
39463,0.3,0.4,0,-2.467,9886.25976
39464,8.8,0.1,33860,-2.455,22740.39505
39465,11.9,0.1,43276.66,-2.487,31255.84578
39466,6.7,0.1,81770,-2.508,22956.52493
39467,3.4,0.2,103128.36,-2.473,16983.80792
39468,8,0.1,59299.99,-2.46,25618.29416
39469,0.7,0.6,38915,-2.484,12947.98131
39470,0.4,0.1,76333.33,-2.449,12045.37964
39471,1.9,0.1,14183.33,-2.474,12208.36159
39472,0.1,0.4,41053.33,-2.476,10699.54544
39473,0.7,0.6,25160,-2.469,10199.7229
39474,0,0.5,0,-2.463,9263.685502
39475,0,0.2,0,-2.439,8652.46698
39476,2.3,0.2,0,-2.459,9387.97708
39477,0.7,0.4,21553.33,-2.461,8440.410613
39478,2.9,0.2,50926.68,-2.447,9449.532399
39479,7.5,0.6,11163.33,-2.447,14614.80366
39480,0,0.6,0,-2.471,8603.135234
39481,0.2,0.6,36226.66,-2.442,8065.940825
39482,1,0.3,0,-2.463,8073.529467
39483,5.2,0.1,46366.68,-2.437,11360.93638
39484,0.1,0.4,0,-2.458,7996.590147
39485,0.3,0.4,25866.66,-2.441,7597.208876
39486,0,1,0,-2.472,6753.825676
39487,0,1,35995,-2.454,6192.779437
39488,0,1,0,-2.439,5683.615449
39489,0,1.1,0,-2.449,5174.292615
39490,0.2,1.1,22896.66,-2.449,4833.689423
39491,0,0.2,0,-2.436,4796.262486
39492,0,0.2,0,-2.453,4616.090762
39493,0,1.1,26306.66,-2.45,4029.331727
39494,0,1,0,-2.437,3737.423637
39495,0,1,0,-2.439,3449.50689
39496,0.4,0.9,10580,-2.435,3434.82693
39497,0.2,0.2,0,-2.472,3527.634786
39498,0.1,0.5,32126.67,-2.445,3317.304541
39499,0.6,0.4,0,-2.479,3513.064415
39500,0.7,0.3,29376.67,-2.47,3641.619428
39501,0,0.7,0,-2.468,3171.083368
39502,6.4,0.8,0,-2.46,6544.168083
39503,3.3,1.3,0,-2.481,5752.866043
39504,1.6,0.6,37866.67,-2.471,5428.884338
39505,0,1.5,0,-2.472,4166.52837
39506,0,0.9,0,-2.464,3985.036538
39507,6.8,0.7,31025,-2.483,7624.974515
39508,0.2,1.3,25441.66,-2.458,4583.849372
39509,0,1.2,0,-2.46,4127.031081
39510,0,1.3,0,-2.469,3660.557801
39511,4.1,1.2,0,-2.447,5491.300668
39512,0,1.3,0,-2.484,3801.500545
39513,0.1,0.4,31645,-2.456,4024.080845
39514,0.6,0.5,0,-2.466,4056.613811
39515,1.1,1.1,23558.33,-2.455,3868.119064
39516,12.2,0.3,0,-2.477,10955.95778
39517,7.7,0.4,42846.68,-2.46,10739.03987
39518,3.6,1,30765,-2.5,9055.391556
39519,0,0.5,51118.34,-2.486,7442.774216
39520,0,1.3,0,-2.485,6418.276704
39521,0,1.9,0,-2.474,5401.728011
39522,7.8,1,0,-2.447,9690.068655
39523,15.8,0.3,0,-2.461,27633.96927
39524,0.3,1,44286.68,-2.442,9295.862974
39525,2.1,1.4,9663.33,-2.476,9197.977139
39526,0.4,1.6,34915,-2.474,7832.19001
39527,21.4,0.8,49501.68,-2.483,39661.8312
39528,7.1,0.8,75856.66,-2.478,21813.7448
39529,0.4,0.6,44980,-2.479,11656.98765
39530,4,0.8,50426.68,-2.464,13851.54236
39531,2.6,1.3,40340.01,-2.483,11785.86966
39532,2.7,1.2,60916.68,-2.47,11717.94739
39533,0.5,0.8,41163.33,-2.446,9843.973603
39534,0,1,0,-2.48,8768.730589
39535,4.6,1,63668.33,-2.481,10542.21291
39536,0.3,2.3,29091.67,-2.452,7576.965826
39537,8.9,0.7,0,-2.443,16710.91665
39538,0,1.5,14768.33,-2.477,8213.350647
39539,2.6,0.9,45061.68,-2.45,12053.74864
39540,0.8,1.5,0,-2.438,10634.84368
39541,0,1.1,0,-2.459,9901.259252
39542,3.8,0.7,26538.33,-2.472,11586.68708
39543,2.3,1.1,38121.67,-2.467,10878.76986
39544,0,2,34451.67,-2.471,8902.54046
39545,0.5,1.7,30538.34,-2.459,8582.337394
39546,0,1.5,0,-2.442,7932.414579
39547,0,2.6,0,-2.435,6669.72044
39548,0,2.4,0,-2.439,6075.658266
39549,0,2.3,15325.01,-2.473,5523.66109
39550,0,2.2,23810,-2.456,5047.932738
39551,2.4,1.5,0,-2.457,6385.702563
39552,2.6,1.8,0,-2.445,6431.728377
39553,0.2,2.4,0,-2.44,5073.416162
39554,0,1.6,0,-2.435,5108.106314
39555,0,2.8,0,-2.437,4171.587873
39556,0,2.2,23.33,-2.451,4316.201226
39557,0,1.9,28745,-2.471,4336.651209
39558,0,3,2366.67,-2.461,3475.466537
39559,0,3.3,0,-2.466,3045.902387
39560,0,3.1,0,-2.466,2929.899859
39561,4.6,2.5,0,-2.463,5453.992248
39562,2.3,1.9,0,-2.468,5066.695613
39563,0,2.9,0,-2.476,3354.940662
39564,0,3,0,-2.484,3089.986383
39565,1,2.6,0,-2.485,3664.561608
39566,3.5,1.3,0,-2.477,5747.057086
39567,3.5,2,0,-2.468,5744.166716
39568,0.5,1.7,0,-2.463,4528.326668
39569,0,2.4,0,-2.47,3767.568144
39570,0,3.6,0,-2.473,2825.917598
39571,0,3.4,0,-2.472,2711.950973
39572,0,4.1,0,-2.474,2036.074609
39573,0,4.4,0,-2.475,1576.146271
39574,0,4.3,0,-2.478,1365.659074
39575,0,4.4,0,-2.482,1044.32666
39576,0,4.5,0,-2.477,726.2279314
39577,0,4.7,0,-2.481,345.8025532
39578,0,4.6,0,-2.487,156.5166015
39579,0,4.7,0,-2.493,0
39580,0,4.7,0,-2.502,0
39581,0,4.5,0,-2.5,0
39582,0,4,0,-2.496,0
39583,4.4,3,0,-2.484,1034.839755
39584,13.1,0.9,0,-2.464,9709.588072
39585,5.4,0.8,0,-2.447,6637.137318
39586,0,3.1,0,-2.44,2533.119668
39587,0,2.5,0,-2.436,2739.639025
39588,0,4.3,0,,1432.423153
39589,0,4.3,0,,1165.953968
39590,0,3.3,0,-2.45,1564.953636
39591,0,4.8,388.33,-2.456,419.3379332
39592,1.7,4.5,0,-2.464,1194.461587
39593,0.7,1,0,-2.472,2917.785221
39594,3.7,1.2,0,-2.455,4458.012558
39595,0.5,2.2,0,-2.465,2547.869361
39596,0.1,2.9,23816.67,-2.465,1860.378355
39597,2.3,1.3,0,-2.442,3887.992707
39598,0.7,2.5,0,-2.47,2535.97592
39599,21.6,3,26543.33,-2.436,14391.55541
39600,0,2,0,-2.475,4893.395381
39601,5.8,4.1,28121.67,-2.471,5993.285854
39602,0.4,2.1,26983.33,-2.455,4938.798755
39603,0,2.9,0,-2.454,3846.981436
39604,0,1.4,0,-2.453,4456.624931
39605,0,4,0,-2.449,2651.118413
39606,0,3.9,0,-2.451,2423.90652
39607,0,4.4,0,-2.459,1822.410176
39608,0,5.2,0,-2.463,996.0658536
39609,0,4.7,0,-2.469,976.530021
39610,0,3.9,0,-2.476,1209.475405
39611,1,2,0,-2.473,2745.915129
39612,0.4,2.5,0,-2.475,2160.496171
39613,1,3.3,0,-2.475,1876.206189
39614,0.2,4,0,-2.482,956.0424261
39615,0,3.7,0,-2.492,859.6153107
39616,0,4.6,0,-2.498,84.19350947
39617,0,3.4,0,-2.5,629.2763642
39618,2.5,2.9,0,-2.507,2075.516369
39619,0,3.6,0,-2.515,524.1792762
39620,0,2.9,0,-2.506,827.0685651
39621,0,3.7,0,-2.515,203.5369433
39622,0,2.8,0,-2.531,640.9159748
39623,0,4.6,0,-2.514,0
39624,0,4.1,0,-2.487,0
39625,4.5,4.6,0,-2.457,121.4771928
39626,0.4,4.4,0,-2.456,0
39627,0.3,2.5,0,-2.463,239.0545541
39628,0,3.8,0,-2.477,0
39629,0,4.7,0,-2.486,0
39630,0,5.3,0,-2.49,0
39631,2,3.3,0,-2.482,0
39632,0.4,1.4,0,-2.476,0
39633,0,5,0,-2.478,0
39634,1.5,3.1,0,-2.469,0
39635,2,2.8,0,-2.457,0
39636,29.7,2.1,0,-2.471,16102.83039
39637,19.8,2.3,27231.66,-2.453,15205.86648
39638,12.2,2.6,0,-2.468,13734.58266
39639,3.2,1.1,31626.67,-2.441,11022.45802
39640,16.1,3.2,0,-2.471,17280.78228
39641,1.1,2.5,33928.33,-2.441,10989.94202
39642,0,3.4,0,-2.463,8981.618106
39643,0,4.8,25241.66,-2.46,6904.160978
39644,0.2,1.3,0,-2.455,7892.901122
39645,0,4,0,-2.455,5578.301585
39646,4.4,1.5,0,-2.447,8468.125151
39647,2,2.4,0,-2.465,7035.283309
39648,17.9,1.8,23648.33,-2.456,16781.86439
39649,5.8,2.6,0,-2.437,11950.18772
39650,7.9,0.9,0,-2.465,14702.03543
39651,0,3.5,27120,-2.452,9332.960888
39652,0,3.2,0,-2.447,8272.935993
39653,0,4.8,0,-2.446,6182.53059
39654,0.3,4.6,0,-2.414,5165.859073
39655,17.9,2.3,49900,-2.348,15840.24956
39656,2.3,4.2,134780,-2.394,8460.502835
39657,0.3,2.4,144000,-2.429,7837.170187
39658,1.6,3.1,143071.66,-2.49,7310.670814
39659,0,3.3,102340,-2.458,5837.515263
39660,11.7,4.3,27106.66,-2.456,10782.34887
39661,0,3.3,27883.33,-2.466,6514.424883
39662,1.5,2.5,27916.66,-2.461,6842.656771
39663,15.6,1.6,27668.33,-2.47,15356.54748
39664,0,3.9,27368.33,-2.448,7645.605391
39665,0.8,3.1,0,-2.466,7366.521178
39666,6.1,3.6,27173.33,-2.455,9057.238199
39667,19.9,1.1,32230,-2.48,19705.58667
39668,2.9,2.5,59125.02,-2.469,12129.63321
39669,5,3.1,34441.67,-2.486,12507.60384
39670,0.2,3,59091.66,-2.456,9846.965417
39671,0.5,1.2,0,-2.474,9994.149483
39672,1.9,2.7,26906.67,-2.448,9255.671527
39673,8.1,2.7,0,-2.441,12211.44706
39674,0.1,3.2,0,-2.437,8375.231763
39675,0,3.5,0,-2.467,7124.45172
39676,0,3.2,27745,-2.449,6294.190134
39677,8.6,1.7,0,-2.467,11168.54104
39678,3,1.2,30003.33,-2.469,9675.17144
39679,11.3,2,27105,-2.44,14291.53442
39680,1.9,2,0,-2.454,10318.91104
39681,2.3,2.3,20928.34,-2.468,9925.968504
39682,2.6,1.3,32993.34,-2.469,10446.79787
39683,0.5,2.9,31951.67,-2.469,8259.789821
39684,0.4,1.5,31645,-2.436,8231.855794
39685,0,2.6,0,-2.462,6900.620908
39686,0,0.5,27075,-2.451,7419.393434
39687,0,0.5,0,-2.439,7185.799181
39688,0,1,0,-2.466,6673.113253
39689,0,2.4,27290,-2.456,5534.330135
39690,0,3.6,0,-2.444,4248.375317
39691,0.1,3.4,0,-2.472,3927.229366
39692,0.5,2.4,27391.67,-2.453,4479.741624
39693,10.5,0.7,0,-2.462,11179.45937
39694,0,1.6,24836.67,-2.452,6125.630836
39695,0.3,1.9,0,-2.451,5690.166003
39696,2.1,1.2,0,-2.471,6644.23443
39697,0.5,1.8,30273.33,-2.453,5667.141052
39698,7.2,0.8,0,-2.47,9791.806604
39699,6.2,1.7,25856.67,-2.459,10099.66321
39700,2.3,3,0,-2.441,7733.725567
39701,0.1,2.3,0,-2.466,6697.340166
39702,4.8,2.2,29398.33,-2.464,8556.418518
39703,15.6,0.4,23760,-2.447,16987.82043
39704,1.2,1.1,0,-2.458,10823.19498
39705,0,2.5,30163.34,-2.455,8986.100848
39706,0,2.2,0,-2.438,8255.905825
39707,0,1.5,0,-2.459,7907.769094
39708,0,1.8,29960,-2.456,7187.951044
39709,0,2.3,0,-2.442,6337.249696
